2016-07-31 08:52:25 somebody totally sell [YYH] with [99.99] price , amount is 13
2016-07-31 08:54:07 somebody partly sell [YYH] with [99.91] price , amount is 36
2016-07-31 08:54:08 somebody partly sell [YYH] with [97.44] price , amount is 3
2016-07-31 08:54:10 somebody partly buy [YYH] with [98.23] price , amount is 7
2016-07-31 08:54:12 somebody totally sell [YYH] with [94.21] price , amount is 12
2016-07-31 08:54:14 somebody totally buy [YYH] with [98.27] price , amount is 27
2016-07-31 08:54:15 somebody totally buy [YYH] with [97.96] price , amount is 1
2016-07-31 08:54:15 somebody totally sell [YYH] with [93.03] price , amount is 13
2016-07-31 08:54:15 somebody partly buy [YYH] with [99.52] price , amount is 57
2016-07-31 08:54:15 somebody partly buy [YYH] with [108.88] price , amount is 28
2016-07-31 08:54:15 somebody totally sell [YYH] with [94.57] price , amount is 41
2016-07-31 08:54:15 somebody partly buy [YYH] with [103.12] price , amount is 8
2016-07-31 08:54:15 somebody partly sell [YYH] with [103.24] price , amount is 2
2016-07-31 08:54:15 somebody partly sell [YYH] with [95.09] price , amount is 7
2016-07-31 08:54:15 somebody partly sell [YYH] with [99.19] price , amount is 28
2016-07-31 08:54:15 somebody totally buy [YYH] with [98.99] price , amount is 14
2016-07-31 08:54:15 somebody partly buy [YYH] with [109.51] price , amount is 31
2016-07-31 08:54:15 somebody totally sell [YYH] with [99.22] price , amount is 32
2016-07-31 08:54:15 somebody partly sell [YYH] with [103.29] price , amount is 16
2016-07-31 08:54:15 somebody totally sell [YYH] with [95.58] price , amount is 24
2016-07-31 08:54:15 somebody partly buy [YYH] with [99.51] price , amount is 72
2016-07-31 08:54:15 somebody totally buy [YYH] with [108.84] price , amount is 33
2016-07-31 08:54:15 somebody totally sell [YYH] with [99.44] price , amount is 3
2016-07-31 08:54:15 somebody partly buy [YYH] with [105.07] price , amount is 58
2016-07-31 08:54:16 somebody totally sell [YYH] with [100.52] price , amount is 5
2016-07-31 08:54:16 somebody totally sell [YYH] with [103.88] price , amount is 4
2016-07-31 08:54:16 somebody totally sell [YYH] with [101.63] price , amount is 20
2016-07-31 08:54:16 somebody partly sell [YYH] with [90.04] price , amount is 9
2016-07-31 08:54:16 somebody partly buy [YYH] with [104.70] price , amount is 32
2016-07-31 08:54:16 somebody partly buy [YYH] with [107.75] price , amount is 14
2016-07-31 08:54:16 somebody totally buy [YYH] with [109.84] price , amount is 14
2016-07-31 08:54:16 somebody partly sell [YYH] with [103.90] price , amount is 25
2016-07-31 08:54:16 somebody partly sell [YYH] with [90.61] price , amount is 22
2016-07-31 08:54:16 somebody partly sell [YYH] with [94.22] price , amount is 45
2016-07-31 08:54:16 somebody totally buy [YYH] with [94.28] price , amount is 14
2016-07-31 08:54:16 somebody totally buy [YYH] with [94.73] price , amount is 1
2016-07-31 08:54:16 somebody partly sell [YYH] with [97.16] price , amount is 10
2016-07-31 08:54:16 somebody totally sell [YYH] with [92.92] price , amount is 98
2016-07-31 08:55:00 somebody partly buy [YYH] with [95.10] price , amount is 55
2016-07-31 08:55:00 somebody partly buy [YYH] with [94.62] price , amount is 33
2016-07-31 08:55:00 somebody partly buy [YYH] with [104.06] price , amount is 33
2016-07-31 08:55:00 somebody partly sell [YYH] with [102.06] price , amount is 55
2016-07-31 08:55:00 somebody partly sell [YYH] with [95.22] price , amount is 39
2016-07-31 08:55:00 somebody partly buy [YYH] with [99.59] price , amount is 4
2016-07-31 08:55:00 somebody partly buy [YYH] with [103.68] price , amount is 46
2016-07-31 08:55:00 somebody partly buy [YYH] with [107.21] price , amount is 26
2016-07-31 08:55:00 somebody partly sell [YYH] with [101.46] price , amount is 45
2016-07-31 08:55:00 somebody totally sell [YYH] with [91.52] price , amount is 7
2016-07-31 08:55:00 somebody partly sell [YYH] with [97.44] price , amount is 41
2016-07-31 08:55:00 somebody partly sell [YYH] with [100.35] price , amount is 9
2016-07-31 08:55:00 somebody partly buy [YYH] with [108.37] price , amount is 20
2016-07-31 08:55:00 somebody totally sell [YYH] with [92.37] price , amount is 63
2016-07-31 08:55:00 somebody totally buy [YYH] with [104.47] price , amount is 16
2016-07-31 08:55:00 somebody partly sell [YYH] with [91.56] price , amount is 61
2016-07-31 08:55:00 somebody partly sell [YYH] with [93.72] price , amount is 73
2016-07-31 08:55:00 somebody partly buy [YYH] with [101.45] price , amount is 33
2016-07-31 08:55:00 somebody partly sell [YYH] with [95.03] price , amount is 3
2016-07-31 08:55:00 somebody partly buy [YYH] with [96.23] price , amount is 5
2016-07-31 08:55:00 somebody totally buy [YYH] with [97.89] price , amount is 7
2016-07-31 08:55:00 somebody totally sell [YYH] with [91.37] price , amount is 17
2016-07-31 08:55:00 somebody totally sell [YYH] with [96.73] price , amount is 27
2016-07-31 08:55:15 somebody totally buy [YYH] with [106.79] price , amount is 22
2016-07-31 08:55:15 somebody partly sell [YYH] with [92.08] price , amount is 8
2016-07-31 08:55:15 somebody totally buy [YYH] with [99.25] price , amount is 14
2016-07-31 08:55:15 somebody totally buy [YYH] with [104.24] price , amount is 32
2016-07-31 08:55:15 somebody totally buy [YYH] with [109.90] price , amount is 16
2016-07-31 08:55:15 somebody partly sell [YYH] with [90.95] price , amount is 52
2016-07-31 08:55:15 somebody totally buy [YYH] with [97.41] price , amount is 8
2016-07-31 08:55:15 somebody partly buy [YYH] with [94.77] price , amount is 11
2016-07-31 08:55:15 somebody partly buy [YYH] with [101.80] price , amount is 8
2016-07-31 08:55:15 somebody totally buy [YYH] with [108.34] price , amount is 41
2016-07-31 08:55:15 somebody partly sell [YYH] with [96.70] price , amount is 71
2016-07-31 08:55:15 somebody partly sell [YYH] with [96.86] price , amount is 1
2016-07-31 08:55:15 somebody totally buy [YYH] with [100.63] price , amount is 20
2016-07-31 08:55:15 somebody partly buy [YYH] with [98.15] price , amount is 4
2016-07-31 08:55:15 somebody partly sell [YYH] with [90.60] price , amount is 15
2016-07-31 08:55:15 somebody partly buy [YYH] with [96.62] price , amount is 44
2016-07-31 08:55:15 somebody partly sell [YYH] with [95.22] price , amount is 42
2016-07-31 08:55:15 somebody partly sell [YYH] with [94.46] price , amount is 16
2016-07-31 08:55:15 somebody totally sell [YYH] with [92.42] price , amount is 52
2016-07-31 08:55:15 somebody partly buy [YYH] with [97.05] price , amount is 24
2016-07-31 08:55:15 somebody partly buy [YYH] with [96.10] price , amount is 44
2016-07-31 08:55:15 somebody partly sell [YYH] with [90.09] price , amount is 26
2016-07-31 08:55:15 somebody partly buy [YYH] with [92.57] price , amount is 20
2016-07-31 08:55:15 somebody totally buy [YYH] with [98.40] price , amount is 8
2016-07-31 08:55:15 somebody totally sell [YYH] with [91.92] price , amount is 36
2016-07-31 08:55:15 somebody partly buy [YYH] with [104.31] price , amount is 31
2016-07-31 08:55:15 somebody partly sell [YYH] with [94.99] price , amount is 20
2016-07-31 08:55:15 somebody partly buy [YYH] with [96.58] price , amount is 64
2016-07-31 08:55:15 somebody partly buy [YYH] with [106.73] price , amount is 31
2016-07-31 08:55:15 somebody partly sell [YYH] with [104.30] price , amount is 32
2016-07-31 08:55:15 somebody partly sell [YYH] with [96.41] price , amount is 22
2016-07-31 08:55:15 somebody partly buy [YYH] with [102.94] price , amount is 74
2016-07-31 08:55:15 somebody partly sell [YYH] with [94.56] price , amount is 20
2016-07-31 08:55:15 somebody totally sell [YYH] with [97.11] price , amount is 45
2016-07-31 08:55:15 somebody partly sell [YYH] with [93.73] price , amount is 33
2016-07-31 08:55:15 somebody totally buy [YYH] with [108.31] price , amount is 14
2016-07-31 08:55:15 somebody partly buy [YYH] with [101.18] price , amount is 7
2016-07-31 08:55:15 somebody totally buy [YYH] with [96.04] price , amount is 9
2016-07-31 08:55:15 somebody totally buy [YYH] with [106.47] price , amount is 30
2016-07-31 08:55:15 somebody partly buy [YYH] with [104.52] price , amount is 29
2016-07-31 08:55:15 somebody partly buy [YYH] with [100.33] price , amount is 21
2016-07-31 08:55:15 somebody partly sell [YYH] with [101.55] price , amount is 13
2016-07-31 08:55:15 somebody totally sell [YYH] with [100.91] price , amount is 92
2016-07-31 08:55:15 somebody partly buy [YYH] with [103.03] price , amount is 28
2016-07-31 08:55:15 somebody totally buy [YYH] with [104.47] price , amount is 53
2016-07-31 08:55:15 somebody partly sell [YYH] with [99.56] price , amount is 11
2016-07-31 08:55:15 somebody totally sell [YYH] with [96.57] price , amount is 31
2016-07-31 08:55:15 somebody totally buy [YYH] with [102.64] price , amount is 20
2016-07-31 08:55:15 somebody partly buy [YYH] with [106.36] price , amount is 39
2016-07-31 08:55:15 somebody partly sell [YYH] with [98.44] price , amount is 6
2016-07-31 08:55:15 somebody totally buy [YYH] with [105.06] price , amount is 79
2016-07-31 08:55:15 somebody totally sell [YYH] with [100.17] price , amount is 1
2016-07-31 08:55:15 somebody partly buy [YYH] with [106.93] price , amount is 12
2016-07-31 08:55:15 somebody partly sell [YYH] with [90.45] price , amount is 57
2016-07-31 08:55:15 somebody partly buy [YYH] with [103.64] price , amount is 9
2016-07-31 08:55:15 somebody partly sell [YYH] with [90.71] price , amount is 35
2016-07-31 08:55:15 somebody totally buy [YYH] with [93.76] price , amount is 20
2016-07-31 08:55:15 somebody partly buy [YYH] with [94.44] price , amount is 11
2016-07-31 08:55:15 somebody partly buy [YYH] with [103.92] price , amount is 35
2016-07-31 08:55:15 somebody totally sell [YYH] with [90.43] price , amount is 31
2016-07-31 08:55:15 somebody totally buy [YYH] with [106.63] price , amount is 60
2016-07-31 08:55:15 somebody totally sell [YYH] with [91.65] price , amount is 12
2016-07-31 08:55:15 somebody partly buy [YYH] with [109.07] price , amount is 1
2016-07-31 08:55:15 somebody partly buy [YYH] with [108.09] price , amount is 13
2016-07-31 08:55:15 somebody totally sell [YYH] with [102.97] price , amount is 57
2016-07-31 08:55:15 somebody partly buy [YYH] with [104.73] price , amount is 10
2016-07-31 08:55:15 somebody partly sell [YYH] with [108.60] price , amount is 8
2016-07-31 08:55:15 somebody partly sell [YYH] with [94.84] price , amount is 53
2016-07-31 08:55:15 somebody partly sell [YYH] with [95.13] price , amount is 72
2016-07-31 08:55:15 somebody partly sell [YYH] with [98.85] price , amount is 18
2016-07-31 08:55:15 somebody partly sell [YYH] with [97.28] price , amount is 10
2016-07-31 08:55:15 somebody totally sell [YYH] with [93.02] price , amount is 33
2016-07-31 08:55:15 somebody partly buy [YYH] with [106.03] price , amount is 18
2016-07-31 08:55:15 somebody partly sell [YYH] with [101.40] price , amount is 10
2016-07-31 08:55:15 somebody partly buy [YYH] with [105.86] price , amount is 13
2016-07-31 08:55:15 somebody partly buy [YYH] with [99.42] price , amount is 19
2016-07-31 08:55:15 somebody totally sell [YYH] with [97.47] price , amount is 13
2016-07-31 08:55:15 somebody totally sell [YYH] with [96.81] price , amount is 16
2016-07-31 08:55:15 somebody partly buy [YYH] with [104.55] price , amount is 6
2016-07-31 08:55:15 somebody totally sell [YYH] with [100.65] price , amount is 45
2016-07-31 08:55:15 somebody partly sell [YYH] with [97.86] price , amount is 4
2016-07-31 08:55:15 somebody totally sell [YYH] with [99.42] price , amount is 47
2016-07-31 08:55:15 somebody partly sell [YYH] with [90.97] price , amount is 25
2016-07-31 08:55:15 somebody totally buy [YYH] with [107.88] price , amount is 19
2016-07-31 08:55:15 somebody partly buy [YYH] with [92.45] price , amount is 20
2016-07-31 08:55:15 somebody totally buy [YYH] with [100.32] price , amount is 29
2016-07-31 08:55:15 somebody totally sell [YYH] with [94.41] price , amount is 6
2016-07-31 08:55:16 somebody partly sell [YYH] with [95.84] price , amount is 14
2016-07-31 08:55:16 somebody totally buy [YYH] with [100.70] price , amount is 77
2016-07-31 08:55:16 somebody partly buy [YYH] with [98.65] price , amount is 5
2016-07-31 08:55:16 somebody partly buy [YYH] with [101.92] price , amount is 22
2016-07-31 08:55:16 somebody partly buy [YYH] with [103.54] price , amount is 49
2016-07-31 08:55:16 somebody partly sell [YYH] with [95.52] price , amount is 7
2016-07-31 08:55:16 somebody partly sell [YYH] with [98.18] price , amount is 42
2016-07-31 08:55:16 somebody partly buy [YYH] with [106.50] price , amount is 78
2016-07-31 08:55:16 somebody partly buy [YYH] with [101.10] price , amount is 30
2016-07-31 08:55:16 somebody partly buy [YYH] with [105.98] price , amount is 21
2016-07-31 08:55:16 somebody partly sell [YYH] with [100.94] price , amount is 11
2016-07-31 08:55:16 somebody partly sell [YYH] with [95.35] price , amount is 2
2016-07-31 08:55:16 somebody partly buy [YYH] with [108.13] price , amount is 57
2016-07-31 08:55:16 somebody totally buy [YYH] with [107.33] price , amount is 35
2016-07-31 08:55:16 somebody partly sell [YYH] with [96.07] price , amount is 35
2016-07-31 08:55:16 somebody partly sell [YYH] with [101.04] price , amount is 6
2016-07-31 08:55:16 somebody totally sell [YYH] with [94.19] price , amount is 22
2016-07-31 08:55:16 somebody totally buy [YYH] with [105.50] price , amount is 16
2016-07-31 08:55:16 somebody partly buy [YYH] with [98.58] price , amount is 9
2016-07-31 08:55:16 somebody totally buy [YYH] with [102.92] price , amount is 4
2016-07-31 08:55:16 somebody partly sell [YYH] with [95.20] price , amount is 47
2016-07-31 08:55:16 somebody partly buy [YYH] with [105.51] price , amount is 35
2016-07-31 08:55:16 somebody totally buy [YYH] with [105.72] price , amount is 74
2016-07-31 08:55:16 somebody partly sell [YYH] with [91.53] price , amount is 53
2016-07-31 08:55:16 somebody partly buy [YYH] with [106.47] price , amount is 15
2016-07-31 08:55:16 somebody totally buy [YYH] with [104.33] price , amount is 8
2016-07-31 08:55:16 somebody partly buy [YYH] with [104.25] price , amount is 10
2016-07-31 08:55:16 somebody partly sell [YYH] with [105.58] price , amount is 47
2016-07-31 08:55:16 somebody partly sell [YYH] with [97.30] price , amount is 43
2016-07-31 08:55:16 somebody partly buy [YYH] with [100.61] price , amount is 18
2016-07-31 08:55:16 somebody partly buy [YYH] with [101.55] price , amount is 1
2016-07-31 08:55:16 somebody totally sell [YYH] with [90.97] price , amount is 23
2016-07-31 08:55:16 somebody partly sell [YYH] with [100.54] price , amount is 18
2016-07-31 08:55:16 somebody partly buy [YYH] with [109.19] price , amount is 9
2016-07-31 08:55:16 somebody totally sell [YYH] with [108.19] price , amount is 87
2016-07-31 08:55:16 somebody partly sell [YYH] with [99.08] price , amount is 3
2016-07-31 08:55:16 somebody totally sell [YYH] with [91.93] price , amount is 69
2016-07-31 08:55:16 somebody partly sell [YYH] with [90.06] price , amount is 5
2016-07-31 08:55:16 somebody totally sell [YYH] with [92.49] price , amount is 37
2016-07-31 08:55:16 somebody totally buy [YYH] with [94.49] price , amount is 67
2016-07-31 08:55:16 somebody partly sell [YYH] with [93.92] price , amount is 13
2016-07-31 08:55:16 somebody totally buy [YYH] with [94.92] price , amount is 8
2016-07-31 08:55:16 somebody partly buy [YYH] with [97.72] price , amount is 4
2016-07-31 08:55:16 somebody totally buy [YYH] with [94.98] price , amount is 13
2016-07-31 08:55:16 somebody partly buy [YYH] with [100.34] price , amount is 56
2016-07-31 08:55:16 somebody totally buy [YYH] with [100.38] price , amount is 16
2016-07-31 08:55:16 somebody partly sell [YYH] with [90.87] price , amount is 37
2016-07-31 08:55:16 somebody partly buy [YYH] with [96.19] price , amount is 49
2016-07-31 08:55:16 somebody partly buy [YYH] with [109.11] price , amount is 3
2016-07-31 08:55:16 somebody partly sell [YYH] with [108.42] price , amount is 28
2016-07-31 08:55:16 somebody partly sell [YYH] with [96.79] price , amount is 41
2016-07-31 08:55:16 somebody partly sell [YYH] with [91.53] price , amount is 8
2016-07-31 08:55:16 somebody partly sell [YYH] with [91.56] price , amount is 60
2016-07-31 08:55:16 somebody totally buy [YYH] with [94.35] price , amount is 16
2016-07-31 08:55:16 somebody partly buy [YYH] with [98.46] price , amount is 19
2016-07-31 08:55:16 somebody partly buy [YYH] with [94.10] price , amount is 39
2016-07-31 08:55:16 somebody partly sell [YYH] with [97.39] price , amount is 72
2016-07-31 08:55:16 somebody totally sell [YYH] with [93.44] price , amount is 34
2016-07-31 08:55:16 somebody partly buy [YYH] with [108.41] price , amount is 26
2016-07-31 08:55:16 somebody partly buy [YYH] with [107.76] price , amount is 12
2016-07-31 08:55:16 somebody partly buy [YYH] with [104.50] price , amount is 58
2016-07-31 08:55:16 somebody partly sell [YYH] with [96.67] price , amount is 19
2016-07-31 08:55:16 somebody totally buy [YYH] with [96.70] price , amount is 19
2016-07-31 08:55:16 somebody partly sell [YYH] with [97.00] price , amount is 44
2016-07-31 08:55:16 somebody partly buy [YYH] with [102.91] price , amount is 1
2016-07-31 08:55:16 somebody partly buy [YYH] with [102.65] price , amount is 51
2016-07-31 08:55:16 somebody partly sell [YYH] with [99.56] price , amount is 2
2016-07-31 08:55:16 somebody partly buy [YYH] with [102.01] price , amount is 35
2016-07-31 08:55:16 somebody totally sell [YYH] with [97.78] price , amount is 18
2016-07-31 08:55:16 somebody partly buy [YYH] with [107.27] price , amount is 19
2016-07-31 08:55:17 somebody partly sell [YYH] with [95.54] price , amount is 40
2016-07-31 08:55:17 somebody partly sell [YYH] with [101.88] price , amount is 17
2016-07-31 08:55:17 somebody partly sell [YYH] with [94.89] price , amount is 37
2016-07-31 08:55:17 somebody partly buy [YYH] with [105.29] price , amount is 44
2016-07-31 08:55:17 somebody partly sell [YYH] with [104.28] price , amount is 39
2016-07-31 08:55:17 somebody partly buy [YYH] with [105.57] price , amount is 3
2016-07-31 08:55:17 somebody totally buy [YYH] with [107.41] price , amount is 48
2016-07-31 08:55:17 somebody partly buy [YYH] with [108.97] price , amount is 14
2016-07-31 08:55:17 somebody totally sell [YYH] with [95.56] price , amount is 55
2016-07-31 08:55:17 somebody totally buy [YYH] with [108.63] price , amount is 45
2016-07-31 08:55:17 somebody partly buy [YYH] with [101.93] price , amount is 47
2016-07-31 08:55:17 somebody partly sell [YYH] with [103.93] price , amount is 22
2016-07-31 08:55:17 somebody partly buy [YYH] with [106.58] price , amount is 31
2016-07-31 08:55:17 somebody totally buy [YYH] with [107.92] price , amount is 2
2016-07-31 08:55:17 somebody totally sell [YYH] with [98.15] price , amount is 31
2016-07-31 08:55:17 somebody partly sell [YYH] with [98.89] price , amount is 23
2016-07-31 08:55:17 somebody partly buy [YYH] with [101.10] price , amount is 43
2016-07-31 08:55:17 somebody partly sell [YYH] with [97.51] price , amount is 29
2016-07-31 08:55:17 somebody partly sell [YYH] with [96.98] price , amount is 6
2016-07-31 08:55:17 somebody partly sell [YYH] with [94.85] price , amount is 14
2016-07-31 08:55:17 somebody partly buy [YYH] with [102.56] price , amount is 66
2016-07-31 08:55:17 somebody totally buy [YYH] with [105.39] price , amount is 9
2016-07-31 08:55:17 somebody totally buy [YYH] with [105.40] price , amount is 29
2016-07-31 08:55:17 somebody partly buy [YYH] with [100.04] price , amount is 23
2016-07-31 08:55:17 somebody partly sell [YYH] with [100.69] price , amount is 18
2016-07-31 08:55:17 somebody totally buy [YYH] with [105.63] price , amount is 14
2016-07-31 08:55:17 somebody totally sell [YYH] with [95.38] price , amount is 5
2016-07-31 08:55:17 somebody totally sell [YYH] with [96.06] price , amount is 15
2016-07-31 08:55:17 somebody partly sell [YYH] with [100.64] price , amount is 25
2016-07-31 08:55:17 somebody partly buy [YYH] with [105.62] price , amount is 13
2016-07-31 08:55:17 somebody partly buy [YYH] with [104.98] price , amount is 56
2016-07-31 08:55:17 somebody partly sell [YYH] with [105.32] price , amount is 24
2016-07-31 08:55:17 somebody partly sell [YYH] with [91.34] price , amount is 12
2016-07-31 08:55:17 somebody totally buy [YYH] with [106.72] price , amount is 33
2016-07-31 08:55:17 somebody totally buy [YYH] with [101.57] price , amount is 13
2016-07-31 08:55:17 somebody totally sell [YYH] with [90.95] price , amount is 67
2016-07-31 08:55:17 somebody partly buy [YYH] with [106.21] price , amount is 10
2016-07-31 08:55:17 somebody partly buy [YYH] with [100.94] price , amount is 2
2016-07-31 08:55:17 somebody partly sell [YYH] with [103.52] price , amount is 32
2016-07-31 08:55:17 somebody partly buy [YYH] with [103.25] price , amount is 49
2016-07-31 08:55:17 somebody partly sell [YYH] with [93.84] price , amount is 12
2016-07-31 08:55:17 somebody partly buy [YYH] with [96.57] price , amount is 20
2016-07-31 08:55:17 somebody partly sell [YYH] with [92.81] price , amount is 32
2016-07-31 08:55:17 somebody partly sell [YYH] with [95.44] price , amount is 7
2016-07-31 08:55:17 somebody totally buy [YYH] with [100.16] price , amount is 21
2016-07-31 08:55:17 somebody totally sell [YYH] with [95.97] price , amount is 48
2016-07-31 08:55:17 somebody partly sell [YYH] with [93.49] price , amount is 47
2016-07-31 08:55:17 somebody totally sell [YYH] with [93.13] price , amount is 25
2016-07-31 08:55:17 somebody partly buy [YYH] with [108.91] price , amount is 22
2016-07-31 08:55:17 somebody partly sell [YYH] with [101.05] price , amount is 9
2016-07-31 08:55:17 somebody partly buy [YYH] with [98.97] price , amount is 27
2016-07-31 08:55:17 somebody totally sell [YYH] with [90.62] price , amount is 5
2016-07-31 08:55:17 somebody totally buy [YYH] with [108.45] price , amount is 8
2016-07-31 08:55:17 somebody totally sell [YYH] with [98.71] price , amount is 7
2016-07-31 08:55:17 somebody partly buy [YYH] with [105.96] price , amount is 74
2016-07-31 08:55:17 somebody partly sell [YYH] with [90.19] price , amount is 1
2016-07-31 08:55:17 somebody partly buy [YYH] with [94.05] price , amount is 27
2016-07-31 08:55:17 somebody totally sell [YYH] with [90.26] price , amount is 4
2016-07-31 08:55:17 somebody partly buy [YYH] with [103.56] price , amount is 43
2016-07-31 08:55:17 somebody partly buy [YYH] with [108.90] price , amount is 20
2016-07-31 08:55:17 somebody partly buy [YYH] with [103.99] price , amount is 15
2016-07-31 08:55:17 somebody partly sell [YYH] with [97.45] price , amount is 71
2016-07-31 08:55:17 somebody partly buy [YYH] with [100.31] price , amount is 21
2016-07-31 08:55:17 somebody partly sell [YYH] with [101.98] price , amount is 51
2016-07-31 08:55:17 somebody partly sell [YYH] with [97.74] price , amount is 5
2016-07-31 08:55:17 somebody partly sell [YYH] with [90.44] price , amount is 23
2016-07-31 08:55:17 somebody totally buy [YYH] with [98.64] price , amount is 5
2016-07-31 08:55:17 somebody partly sell [YYH] with [98.54] price , amount is 24
2016-07-31 08:55:17 somebody partly buy [YYH] with [98.55] price , amount is 15
2016-07-31 08:55:18 somebody totally sell [YYH] with [98.71] price , amount is 36
2016-07-31 08:55:18 somebody totally sell [YYH] with [99.34] price , amount is 32
2016-07-31 08:55:18 somebody totally buy [YYH] with [100.38] price , amount is 4
2016-07-31 08:55:18 somebody partly sell [YYH] with [92.17] price , amount is 9
2016-07-31 08:55:18 somebody partly buy [YYH] with [101.52] price , amount is 19
2016-07-31 08:55:18 somebody partly buy [YYH] with [98.21] price , amount is 88
2016-07-31 08:55:18 somebody totally buy [YYH] with [103.81] price , amount is 53
2016-07-31 08:55:18 somebody totally sell [YYH] with [98.81] price , amount is 9
2016-07-31 08:55:18 somebody partly sell [YYH] with [90.54] price , amount is 23
2016-07-31 08:55:18 somebody totally buy [YYH] with [95.59] price , amount is 42
2016-07-31 08:55:18 somebody totally buy [YYH] with [92.08] price , amount is 31
2016-07-31 08:55:18 somebody partly sell [YYH] with [90.19] price , amount is 39
2016-07-31 08:55:18 somebody totally buy [YYH] with [98.36] price , amount is 41
2016-07-31 08:55:18 somebody partly buy [YYH] with [103.08] price , amount is 3
2016-07-31 08:55:18 somebody partly buy [YYH] with [92.65] price , amount is 4
2016-07-31 08:55:18 somebody partly buy [YYH] with [105.71] price , amount is 12
2016-07-31 08:55:18 somebody partly sell [YYH] with [90.95] price , amount is 61
2016-07-31 08:55:18 somebody totally buy [YYH] with [105.44] price , amount is 6
2016-07-31 08:55:18 somebody totally buy [YYH] with [94.89] price , amount is 7
2016-07-31 08:55:18 somebody partly buy [YYH] with [102.79] price , amount is 21
2016-07-31 08:55:18 somebody partly sell [YYH] with [94.21] price , amount is 83
2016-07-31 08:55:18 somebody partly sell [YYH] with [93.62] price , amount is 32
2016-07-31 08:55:18 somebody totally buy [YYH] with [108.78] price , amount is 39
2016-07-31 08:55:18 somebody partly buy [YYH] with [104.55] price , amount is 23
2016-07-31 08:55:18 somebody partly buy [YYH] with [99.34] price , amount is 2
2016-07-31 08:55:18 somebody partly buy [YYH] with [105.87] price , amount is 6
2016-07-31 08:55:18 somebody partly sell [YYH] with [96.13] price , amount is 2
2016-07-31 08:55:18 somebody totally sell [YYH] with [94.09] price , amount is 13
2016-07-31 08:55:18 somebody partly sell [YYH] with [93.20] price , amount is 23
2016-07-31 08:55:18 somebody totally buy [YYH] with [106.38] price , amount is 4
2016-07-31 08:55:18 somebody partly buy [YYH] with [101.47] price , amount is 66
2016-07-31 08:55:18 somebody partly sell [YYH] with [95.06] price , amount is 11
2016-07-31 08:55:18 somebody partly buy [YYH] with [96.83] price , amount is 31
2016-07-31 08:55:18 somebody totally buy [YYH] with [109.11] price , amount is 72
2016-07-31 08:55:18 somebody totally buy [YYH] with [99.78] price , amount is 9
2016-07-31 08:55:18 somebody totally sell [YYH] with [98.71] price , amount is 43
2016-07-31 08:55:18 somebody partly buy [YYH] with [104.18] price , amount is 14
2016-07-31 08:55:18 somebody partly sell [YYH] with [100.98] price , amount is 79
2016-07-31 08:55:18 somebody partly sell [YYH] with [92.21] price , amount is 17
2016-07-31 08:55:18 somebody totally sell [YYH] with [93.62] price , amount is 2
2016-07-31 08:55:18 somebody partly buy [YYH] with [100.31] price , amount is 33
2016-07-31 08:55:18 somebody totally buy [YYH] with [104.74] price , amount is 21
2016-07-31 08:55:18 somebody totally sell [YYH] with [93.96] price , amount is 50
2016-07-31 08:55:18 somebody totally sell [YYH] with [98.64] price , amount is 73
2016-07-31 08:55:18 somebody totally sell [YYH] with [93.15] price , amount is 13
